ARO Accession	Name	Model ID	Model Type	Pathogen	NCBI Plasmid	NCBI WGS	NCBI Chromosome	NCBI Genomic Island	Criteria	ARO Categories
ARO:3000375	ErmB	1549	protein homolog model	Clostridium butyricum	0	1.96	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Streptococcus agalactiae	0	13.21	17.76	33.33	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Staphylococcus epidermidis	0	0.25	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Shigella flexneri	4.42	8.39	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Citrobacter freundii	0	0.39	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Citrobacter amalonaticus	8.33	0	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Fusobacterium nucleatum	0	0	8.33	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Enterobacter hormaechei	0	0.04	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Enterococcus hirae	19.05	12.96	7.69	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Streptococcus suis	12.9	39.82	58.4	50	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Phocaeicola vulgatus	0	3.9	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Bacteroides thetaiotaomicron	0	2.1	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Streptococcus lutetiensis	0	4.08	14.29	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Bacillus thuringiensis	0.07	0.17	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Staphylococcus warneri	0	1.64	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Streptococcus anginosus	0	6.43	5.88	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Streptococcus constellatus	0	4.55	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Streptococcus intermedius	0	15.91	14.29	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Staphylococcus saprophyticus	0	1.4	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Listeria innocua	10.53	0	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Staphylococcus pseudintermedius	0	51.28	46.67	6.67	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Vibrio vulnificus	0	0.41	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Streptococcus gordonii	0	5.13	7.14	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Streptococcus cristatus	0	17.14	50	50	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Lactobacillus johnsonii	0	17.24	16.67	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Streptococcus sanguinis	0	7.22	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Bifidobacterium breve	0	0.6	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Aliarcobacter butzleri	33.33	0	12.5	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Staphylococcus arlettae	0	2.5	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Lactococcus garvieae	8.33	0	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Shigella boydii	0	3.33	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Acinetobacter towneri	18.75	0	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Anaerostipes hadrus	0	3.45	66.67	100	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Bacteroides ovatus	0	4.18	6.67	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Butyricimonas faecalis	0	0	100	50	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Citrobacter portucalensis	0	0.9	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Clostridium sporogenes	0	0	0	100	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Collinsella aerofaciens	0	1.49	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Enterobacter chengduensis	0	4	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Enterococcus avium	33.33	21.05	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Eubacterium limosum	0	25	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Eubacterium maltosivorans	0	0	100	100	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Faecalibacterium prausnitzii	0	24.27	33.33	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Gemella morbillorum	0	25	33.33	100	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Jeotgalibaca arthritidis	0	0	100	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Klebsiella quasipneumoniae	0	0.26	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Lactobacillus crispatus	0	0.27	8	100	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Lactobacillus iners	0	3.23	28.57	40	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Phocaeicola dorei	0	14.58	9.09	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Ruthenibacterium lactatiformans	0	10	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Streptococcus canis	0	13.33	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Streptococcus gwangjuense	0	0	100	100	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Streptococcus pasteurianus	0	50	75	33.33	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Streptococcus porcinus	0	33.33	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Streptococcus mutans	33.33	0.39	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Bacteroides caccae	0	1.25	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Eggerthella lenta	0	2.08	10	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Enterocloster clostridioformis	0	6.98	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Erysipelatoclostridium ramosum	0	11.63	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Phocaeicola massiliensis	0	3.85	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Streptococcus dysgalactiae	0	5.61	2	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Streptococcus gallolyticus	0	22.73	10	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Streptococcus iniae	100	2.33	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Streptococcus mitis	0	6.06	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Streptococcus pseudopneumoniae	0	11.02	100	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3000375	ErmB	1549	protein homolog model	Treponema denticola	0	11.76	0	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin A antibiotic; streptogramin antibiotic; streptogramin B antibiotic
ARO:3003066	smeR	1550	protein homolog model	Stenotrophomonas maltophilia	0	9.35	15.73	0	perfect	aminoglycoside antibiotic; antibiotic efflux; cephalosporin; cephamycin; penam
ARO:3003066	smeR	1550	protein homolog model	Stenotrophomonas maltophilia	0	62.61	82.02	0	perfect_strict	aminoglycoside antibiotic; antibiotic efflux; cephalosporin; cephamycin; penam
ARO:3001645	OXA-78	1551	protein homolog model	Acinetobacter baumannii	0	0.13	0.53	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001645	OXA-78	1551	protein homolog model	Acinetobacter baumannii	0	0.13	0.53	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3000843	MUS-1	1552	protein homolog model	Myroides odoratimimus	0	28.57	50	0	perfect	antibiotic inactivation; carbapenem; penam; penem
ARO:3000843	MUS-1	1552	protein homolog model	Myroides odoratimimus	0	71.43	100	0	perfect_strict	antibiotic inactivation; carbapenem; penam; penem
ARO:3000192	tet(S)	1553	protein homolog model	Staphylococcus aureus	0.11	0	0.7	0	perfect	antibiotic target protection; tetracycline antibiotic
ARO:3000192	tet(S)	1553	protein homolog model	Staphylococcus aureus	0.11	0.01	0.7	0	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000192	tet(S)	1553	protein homolog model	Streptococcus pneumoniae	0	0.02	0	0	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000192	tet(S)	1553	protein homolog model	Enterococcus faecalis	0.25	0.16	1.82	0	perfect	antibiotic target protection; tetracycline antibiotic
ARO:3000192	tet(S)	1553	protein homolog model	Enterococcus faecalis	0.25	1.52	1.82	0	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000192	tet(S)	1553	protein homolog model	Streptococcus pyogenes	0	0.05	0	0	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000192	tet(S)	1553	protein homolog model	Enterococcus faecium	0.26	0	0.64	0	perfect	antibiotic target protection; tetracycline antibiotic
ARO:3000192	tet(S)	1553	protein homolog model	Enterococcus faecium	1.17	1.39	0.64	1.96	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000192	tet(S)	1553	protein homolog model	Streptococcus agalactiae	0	0.52	0	0	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000192	tet(S)	1553	protein homolog model	Streptococcus uberis	0	1.79	0	0	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000192	tet(S)	1553	protein homolog model	Enterococcus hirae	0	0.46	3.85	0	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000192	tet(S)	1553	protein homolog model	Streptococcus suis	0	0.05	0	0	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000192	tet(S)	1553	protein homolog model	Listeria innocua	15.79	0	0	0	perfect	antibiotic target protection; tetracycline antibiotic
ARO:3000192	tet(S)	1553	protein homolog model	Listeria innocua	15.79	0	0	0	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000192	tet(S)	1553	protein homolog model	Lactococcus garvieae	4.17	0	0	0	perfect	antibiotic target protection; tetracycline antibiotic
ARO:3000192	tet(S)	1553	protein homolog model	Lactococcus garvieae	4.17	15.56	0	0	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000192	tet(S)	1553	protein homolog model	Enterococcus avium	0	1.75	0	0	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000192	tet(S)	1553	protein homolog model	Klebsiella quasipneumoniae	0	0.13	0	0	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000192	tet(S)	1553	protein homolog model	Streptococcus canis	0	6.67	16.67	0	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000192	tet(S)	1553	protein homolog model	Streptococcus iniae	0	1.16	0	0	perfect_strict	antibiotic target protection; tetracycline antibiotic
ARO:3000391	norA	1554	protein homolog model	Staphylococcus epidermidis	0	54.23	76.13	2.86	perfect	antibiotic efflux; disinfecting agents and antiseptics; fluoroquinolone antibiotic
ARO:3000391	norA	1554	protein homolog model	Staphylococcus epidermidis	0	72.13	99.35	2.86	perfect_strict	antibiotic efflux; disinfecting agents and antiseptics; fluoroquinolone antibiotic
ARO:3003154	SHV-187	1557	protein homolog model	Klebsiella pneumoniae	0	1.25	1.95	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3003154	SHV-187	1557	protein homolog model	Klebsiella pneumoniae	0	1.33	2.01	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3003324	Bacillus subtilis mprF	1558	protein homolog model	Bacillus subtilis	0	16.18	31.18	0	perfect	antibiotic target alteration; peptide antibiotic
ARO:3003324	Bacillus subtilis mprF	1558	protein homolog model	Bacillus subtilis	0	16.18	31.18	0	perfect_strict	antibiotic target alteration; peptide antibiotic
ARO:3000816	mtrA	1559	protein homolog model	Neisseria meningitidis	0	89.69	100	0	perfect_strict	antibiotic efflux; macrolide antibiotic; penam
ARO:3000816	mtrA	1559	protein homolog model	Neisseria gonorrhoeae	1.02	70.44	70.62	0	perfect	antibiotic efflux; macrolide antibiotic; penam
ARO:3000816	mtrA	1559	protein homolog model	Neisseria gonorrhoeae	1.02	75.89	98.75	0	perfect_strict	antibiotic efflux; macrolide antibiotic; penam
ARO:3002453	OKP-B-20	1560	protein homolog model	Klebsiella quasipneumoniae	0	0	0.84	0	perfect_strict	antibiotic inactivation; cephalosporin; penam
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Staphylococcus aureus	0.04	56.09	99.74	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Bacteroides fragilis	0	54.91	100	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Streptococcus pneumoniae	0	0.26	0	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Enterococcus faecalis	0	43.54	97.73	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Bacillus cereus	0	85.54	100	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Pseudomonas aeruginosa	0	0.01	0	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Listeria monocytogenes	0.97	74.47	99.16	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Streptococcus pyogenes	0	5.15	19.03	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Streptococcus equi	0	75.23	100	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Vibrio harveyi	0	80	50	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Bacillus anthracis	0	78.07	100	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Pseudomonas putida	0	2.67	7.04	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Clostridium perfringens	0	48.66	100	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Fusobacterium necrophorum	0	23.26	40	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Bacillus pumilus	0	52.51	100	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Staphylococcus haemolyticus	0	62.2	100	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Bacillus subtilis	0	78.9	99.64	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Clostridium butyricum	0	82.35	66.67	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Streptococcus agalactiae	0	0	0.93	0	perfect	antibiotic target alteration; glycopeptide antibiotic
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Streptococcus agalactiae	0	76.68	95.33	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Staphylococcus epidermidis	0	71.13	100	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Streptococcus uberis	0	41.96	100	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Helicobacter pylori	0	56.94	76.92	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Fusobacterium nucleatum	0	73.53	100	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Brachyspira pilosicoli	0	100	100	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Pseudomonas fluorescens	0	1.3	0	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Proteus vulgaris	0	5.56	18.18	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Providencia rettgeri	0	24.2	52.94	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Providencia stuartii	0	2.27	0	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Riemerella anatipestifer	30.77	43.75	88.89	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Capnocytophaga ochracea	0	100	100	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Myroides odoratimimus	0	78.57	100	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Streptococcus suis	0	0.1	0	0	perfect	antibiotic target alteration; glycopeptide antibiotic
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Streptococcus suis	0	0.89	1.6	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Phocaeicola vulgatus	0	51.53	100	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Prevotella intermedia	0	86.96	53.85	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Staphylococcus hominis	0	65.37	100	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Staphylococcus simulans	0	98.31	100	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Bacteroides thetaiotaomicron	0	42.66	100	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Streptococcus lutetiensis	0	44.9	100	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
ARO:3002972	vanT gene in vanG cluster	1561	protein homolog model	Staphylococcus equorum	0	83.93	91.67	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic
